全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_通称,名称_英語,文化財分類,種類,場所名称,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,員数（数）,員数（単位）,法人番号,所有者等,文化財指定日,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,画像,画像_ライセンス,概要,概要_英語,説明,説明_英語,URL,備考,,
220001,205,静岡県,須賀神社の楠,スガジンジャノクス,,,記念物,天然記念物,,,,静岡県藤枝市水守3-2-11,静岡県,藤枝市水守3-2-11,,,,,,,,,,,,,,一,本,,須賀神社,1958/9/2,,,,,,,,,"根廻15.2ｍ、目通10.9ｍ、樹高23.7ｍ、枝張り（長径）27.9ｍ（静岡県教育委員会1992『ふるさと静岡県文化財写真集２名勝・史跡・天然記念物編』より）",,,,,藤枝市
220001,206,静岡県,天台大師画像,テンダイダイシガゾウ,,,有形文化財,絵画,,,,静岡県,静岡県,,,,,,,,,,,,,,,一,幅,,,1958/10/30,,,,,,,,,"絹本着色、縦九〇糎、横五一糎。時代：室町初期天台宗の開祖、天台智顗の画像。黙想した表情は静かで、足元には沓が八の字に置いてある。全体的に古風で、部分的には稚拙でもあり地方的でもある。（静岡県教育委員会1995『ふるさと静岡県文化財写真集５絵画・書跡・典籍・古文書編』より）",,,非公開,,森町
220001,207,静岡県,鰐口天文七年在銘,ワニグチテンブンナナネンザイメイ,,,有形文化財,工芸品,,,,静岡県藤枝市北方962,静岡県,藤枝市北方962,,,,,,,,,,,,,,一,口,,安楽寺,1958/10/30,,,,,,,,,,,,随時午前10時-午後4時要事前連絡,,藤枝市
220001,208,静岡県,安田の大椎,アンダノオオシイ,,,記念物,天然記念物,,,,静岡県島田市大代3073-2,静岡県,島田市大代3073-2,,,,,,,,,,,,,,一,本,,,1958/10/30,,,,,,,,,"根廻18.5ｍ、目通12.0ｍ、樹高26.9ｍ、枝張り（長径）26.3ｍ（静岡県教育委員会1992『ふるさと静岡県文化財写真集２名勝・史跡・天然記念物編』より）",,,随時,,島田市
220001,209,静岡県,峯貝戸の大桑,ミネカイトノオオクワ,,,記念物,天然記念物,,,,静岡県,静岡県,,,,,,,,,,,,,,,一,本,,,1958/10/30,,,,,,,,,"根廻3.7ｍ、目通り1.3ｍ、0.9ｍ、樹高10.0ｍ、枝張り（長径）13.0ｍ（静岡県教育委員会1992『ふるさと静岡県文化財写真集２名勝・史跡・天然記念物編』より）",,,,,掛川市
220001,210,静岡県,岩蒔絵文台及び硯箱,イワマキエモンダイオヨビスズリバコ,,,有形文化財,工芸品,,,,静岡県,静岡県,,,,,,,,,,,,,,,一,具,,,1959/4/14,,,,,,,,,"家康三回忌に養珠院から蓮永寺に寄進したもの。時代：桃山時代法量文台（縦）64.0×（横）32.5×（高さ）13.0cm硯箱（縦）25.0×（横）23.5×（高さ）4.8cm安土桃山時代徳川家康からその側室養珠夫人に贈られたもので、蓮永寺の寺宝。（静岡県教育委員会1993『ふるさと静岡県文化財写真集３彫刻・工芸品・歴史資料・考古資料編』より）",,,,,静岡市
220001,213,静岡県,庚申塚古墳,コウシンヅカコフン,,,記念物,史跡,,,,"静岡県富士市東柏原新田庚申山西213-1,2",静岡県,"富士市東柏原新田庚申山西213-1,2",,,,,,,,,,,,,,一,基,,,1959/4/14,,,,,,,,,"双方中方墳、長径約四〇米、高約三・五米。庚申塚古墳は、浮島沼と駿河湾を隔てる田子の浦砂丘上、標高５ｍ程に立地し、東方150ｍ程には、市指定史跡「山の神古墳」（前方後円墳）があります。本墳は「双方中方墳」という、全国的にも極めて珍しい形を呈し、その規模は、東西長軸40ｍ、高さ3.5ｍ程を測り、墳丘には径10～20cm程の浜石による葺石が施されています。残念ながら墳丘の南端は東海道線によって削平されていますが、双方部の状況は良好な状態で遺されています。しかし、未発掘のため、詳細は明らかではありません。本墳が立地する田子の浦砂丘上には、前述した、山の神古墳が隣接しているほか、古墳時代初期（４世紀）と平安時代（９～10世紀）の集落跡として知られる三新田遺跡や東田子の浦駅北側に広がる柏原遺跡が在り、古代官道の「柏原駅」との関わりが指摘されています。また、山の神古墳では、周溝の調査が実施され、周溝内より出土した埴輪片には、人物の顔を表した埴輪が出土しています。これらの遺跡が立地する田子の浦砂丘は、富士川から運ばれた土砂が海流によって運ばれて造られていますが、先に紹介した三新田遺跡をさかのぼる遺跡は確認されていません。（静岡県教育委員会1998『静岡県文化財ガイドブック原始・古代の史跡』より）",,,私有地があるため、古墳内への立ち入りは不可。外観の見学は可能。,,富士市
220001,214,静岡県,善導寺の大樟,ゼンドウジノオオクス,,,記念物,天然記念物,,,,静岡県磐田市中泉596,静岡県,磐田市中泉596,,,,,,,,0538-32-9699,,,,,,一,本,,磐田市,1959/4/14,,,,,,,,,"善導寺は他所へ移り、大樟はここに残った。磐田駅前である。多くのものたちとの別離があり、数百年の時が経過していた。目通8.2ｍ、樹高28.0ｍ（静岡県教育委員会1992『ふるさと静岡県文化財写真集２名勝・史跡・天然記念物編』より）",,,随時,,磐田市
220001,215,静岡県,紙本墨書大般若経,シホンボクショダイハンニャキョウ,,,有形文化財,書跡・典籍・古文書,,,,静岡県菊川市友田266,静岡県,菊川市友田266,,,,,,,,0537-36-3052,,,,,,六〇〇,巻,,妙照寺,1960/2/23,,,,,,,,,,,,,,菊川市
220001,216,静岡県,深沢城跡,フカサワジョウセキ,,,記念物,史跡,,,,静岡県,静岡県,,,,,,,,,,,,,,,,,,,1960/2/23,,,,,,,,,"戦国時代の築城様式をよく伝える。深沢矢文で有名。時代：室町時代深沢城跡は抜川と馬伏川の合流点にあり、断崖に囲まれた自然の要害を巧みに利用して築かれた平城で、北側から本丸、二ノ丸、三ノ丸と呼ばれ、東西約300ｍ、南北約400ｍの連郭式城郭です。各郭は空堀によって区切られ、郭と郭は土橋でつながっており、武田氏の築城法といわれる三日月堀がよく残っています。この深沢城は相模、甲斐、駿河を結ぶ交通の要衝に位置し、今川氏によって築かれましたが、その後武田氏と後北条氏が争う場となりました。永禄12年（1569）11月、北条綱成が守る深沢城に武田軍が攻め込み、翌年１月武田氏から「矢文」が打ち込まれて、ついに北条綱成は深沢城を開城しました。その後も幾度となく争奪戦が繰り返されましたが、信玄が病死し、武田氏の勢力が弱まると武田の駒井右京之進は城を焼いて立ち去りました。深沢城跡の一角に明治12年この地を訪れた乃木希典が詠んだ詩を記念して歌碑が建てられています。（静岡県教育委員会1997『静岡県文化財ガイドブック中世以降の史跡』より）",,,,,御殿場市
220001,217,静岡県,永塚の大杉,ナガツカノオオスギ,,,記念物,天然記念物,,,,静岡県,静岡県,,,,,,,,,,,,,,,一,本,,,1960/2/23,,,,,,,,,"根廻8.5ｍ、目通4.9ｍ、樹高33.1ｍ、枝張り（長径）16.2ｍ（静岡県教育委員会1992『ふるさと静岡県文化財写真集２名勝・史跡・天然記念物編』より）",,,,,御殿場市
220001,218,静岡県,小国神社の田遊び,オクニジンジャノタアソビ,,,民俗文化財,無形民俗文化財,,,,静岡県森町一宮3956-1,静岡県,森町一宮3956-1,,,,,,,,,,,,,,十二,段,,小國神社田遊び神事保存会,1960/4/15,,,,,,,,,"12段よりなり、最も古格を保つ。遠江の国の一ノ宮小国神社の田遊びは、社家神人より伝えられてきた。田遊びは舞楽を行う舞楽殿で行われ、大太鼓を田と見立てて演目は進行する。苗讃（なえぼめ）では牛王宝印を持つ者が賛辞を唱え牛役の者と太鼓を回る。鳥追は柳の小枝でもって太鼓の上においた桶を撃ちながら詞章を唱える。田遊びの前後に演じられるはずの呪師芸がまったくないが、元来そうだったものか途中から消失せられたのか・・・田遊びの素形を知る上でなかなか問題を投げかける。（静岡県教育委員会1994『ふるさと静岡県文化財写真集４民俗文化財・無形文化財編』より）",,,毎年1月3日に公開,,森町
220001,219,静岡県,法多山の田遊祭,ハッタサンノタアソビサイ,,,民俗文化財,無形民俗文化財,,,,静岡県袋井市豊沢2777法多山尊永寺,静岡県,袋井市豊沢2777法多山尊永寺,,,,,,,,,,,,,,七,段,,静岡県無形文化財法多山田遊祭保存会,1960/4/15,,,,,,,,,"7段よりなり、芸能への発展過程が良く分かる。【文化財の説明】尊永寺の修正会（正月行事）の延年行事として、稲作に係る作業のまねごとをして先に祝ってしまうことによって、今年の豊作を神仏に約束させる予祝行事です。尊永寺本堂東側の諸尊堂（旧大師堂）を芸能の場として門前集落の村人の手によって行われてきました。芸能は場所の清めと結界を張るための呪師芸系の方固めである「太刀の舞」と「棒の舞」から行われます。場が清まると代掻き鍬を使った一連の作業をイメージした「シラクワ」です。賀正歌が謡われ、水口を持つ門田へ水を引いて新年の若水や今年はじめての田起こしを祝うとともに、田植え歌も謡われます。「田打ち・牛ほめ」では兄弟2人による田打ち・田起こしの所作と牛を連れた長男の嫁役の持参した昼飯を神へ供物として捧げ供食して、ともに働く牛の自慢を謡います。「ノウット（祝詞）」では苗代に種もみを蒔くための鳥の口供えと、田打ち兄弟による水口祭りの祭文と種蒔きの祭文が謡われます。「鳥追い」では、害鳥獣などを追い払う所作と鳥追い歌や苗代作業唄が謡われます。「ソウトメ」の段は田植えの演目で、最も華やかな衣装と賑やかな次第で、田主と見られる苗運び役（カッコウ・田主）1人と植え手役（ソウトメ）10人で田植えの所作が演じられます。田植え唄に続けて周辺の社寺や神仏の名が読み上げられて７段すべての次第が終わります。その後、本堂東側の山腹にある白山神社から悪魔祓いのための大弓放ちが行われます。",,,毎年1月7日尊永寺諸尊堂にて公開午後１時頃,,袋井市
220001,220,静岡県,但沼神社の樟,タダヌマジンジャノクス,,,記念物,天然記念物,,,,静岡県静岡市清水区但沼386,静岡県,静岡市清水区但沼386,,,,,,,,,,,,,,一,本,,但沼神社,1960/4/15,,,,,,,,,"根廻15.0ｍ、目通13.1ｍ、樹高29.5ｍ、枝張り（長径）35.6ｍ（静岡県教育委員会1992『ふるさと静岡県文化財写真集２名勝・史跡・天然記念物編』より）",,,,,静岡市
220001,222,静岡県,太刀銘実阿,タチメイジツア,,,有形文化財,工芸品,,,,静岡県,静岡県,,,,,,,,,,,,,,,一,口,,,1961/3/28,,,,,,,,,,,,,,静岡市
220001,223,静岡県,太刀銘国真（金象嵌）,タチメイクニザネ（キンゾウガン）,,,有形文化財,工芸品,,,,静岡県,静岡県,,,,,,,,,,,,,,,一,口,,,1961/3/28,,,,,,,,,,,,要事前連絡（静岡市文化財課）,,静岡市
220001,225,静岡県,短刀銘遠州住友安,タントウメイエンシュウノジュウトモヤス,,,有形文化財,工芸品,,,,静岡県,静岡県,,,,,,,,,,,,,,,一,口,,,1961/3/28,,,,,,,,,,,,,,森町
220001,226,静岡県,刀銘兼明高天神,カタナメイカネアキタカテンジン,,,有形文化財,工芸品,,,,静岡県,静岡県,,,,,,,,,,,,,,,一,口,,,1961/3/28,,,,,,,,,,,,,,牧之原市
220001,227,静岡県,短刀銘景久,タントウメイカゲヒサ,,,有形文化財,工芸品,,,,静岡県,静岡県,,,,,,,,,,,,,,,一,口,,,1961/3/28,,,,,,,,,,,,,,静岡市
220001,228,静岡県,太刀銘備州長船則光,タチメイビシュウオサフネノリミツ,,,有形文化財,工芸品,,,,静岡県,静岡県,,,,,,,,,,,,,,,一,口,,,1961/3/28,,,,,,,,,,,,,,静岡市
220001,231,静岡県,刀銘長曽祢興里入道虎徹,カタナメイナガソネオキサトニュウドウコテツ,,,有形文化財,工芸品,,,,静岡県,静岡県,,,,,,,,,,,,,,,一,口,,,1961/3/28,,,,,,,,,,,,,,静岡市
220001,232,静岡県,鼻崎の大杉,ハナサキノオオスギ,,,記念物,天然記念物,,,,静岡県藤枝市瀬戸ノ谷鼻崎10026,静岡県,藤枝市瀬戸ノ谷鼻崎10026,,,,,,,,,,,,,,1,本,,藤枝市,1961/3/28,,,,,,,,,"根廻14.5m、目通8.0m、樹高27.5ｍ、枝張り（長径）27.8ｍ（静岡県教育委員会1992『ふるさと静岡県文化財写真集２名勝・史跡・天然記念物編』より）",,,,,藤枝市
220001,232,静岡県,高根神社の杉,タカネジンジャノスギ,,,記念物,天然記念物,,,,静岡県藤枝市瀬戸ノ谷高根9964,静岡県,藤枝市瀬戸ノ谷高根9964,,,,,,,,,,,,,,1,本,,高根白山神社,1961/3/28,,,,,,,,,"根廻8.7m、目通7.2m、樹高47.2ｍ、枝張り（長径）20.0ｍ（静岡県教育委員会1992『ふるさと静岡県文化財写真集２名勝・史跡・天然記念物編』より）",,,,,藤枝市
220001,233,静岡県,紙本墨書称讃浄土経,シホンボクショショウサンジョウドキョウ,,,有形文化財,書跡・典籍・古文書,,,,静岡県島田市千葉254,静岡県,島田市千葉254,,,,,,,,,,,,,,一,巻,,宗教法人智満寺,1962/2/27,,,,,,,,,"書跡巻子本天平期写経。奈良当麻寺においてこの経典千部が書写されたと、当麻寺の縁起にある。この、いわゆる「中将姫願経」といわれるものが散逸し、その一部がどのような経路によるのか駿河国智満寺に伝えられた。さらに紙背には、建暦２（1212）年の、浄土宗の開祖法然の伝記が書かれている。（静岡県教育委員会1995『ふるさと静岡県文化財写真集５絵画・書跡・典籍・古文書編』より）",,,午前10時～午後3時要事前連絡,,島田市
220001,234,静岡県,太刀無銘（伝行光）,タチムメイ（デンユキミツ）,,,有形文化財,工芸品,,,,静岡県,静岡県,,,,,,,,,,,,,,,一,口,,,1962/2/27,,,,,,,,,,,,,,静岡市
220001,235,静岡県,太刀無銘（伝包永）,タチムメイ（デンカネナガ）,,,有形文化財,工芸品,,,,静岡県,静岡県,,,,,,,,,,,,,,,一,口,,,1962/2/27,,,,,,,,,,,,,,伊豆市
220001,236,静岡県,太刀無銘（伝左弘安）,タチムメイ（デンサノヒロヤス）,,,有形文化財,工芸品,,,,静岡県,静岡県,,,,,,,,,,,,,,,一,口,,,1962/2/27,,,,,,,,,,,,,,富士市
220001,238,静岡県,刀銘備前国長船与三左衛門尉祐定作天文九年二月吉日,カタナメイビゼンノクニオサフネヨザエモンイスケサダサクテンブンクネンニガツキチジツ,,,有形文化財,工芸品,,,,静岡県,静岡県,,,,,,,,,,,,,,,一,口,,,1962/2/27,,,,,,,,,,,,,,富士市
220001,239,静岡県,子浦のウバメガシ群落,コウラノウバメガシグンラク,,,記念物,天然記念物,,,,静岡県南伊豆町子浦1859-1,静岡県,南伊豆町子浦1859-1,,,,,,,,,,,,,,5,ル,,西子浦区,1962/2/27,,,,,,,,,"カシの仲間のうちでは葉も小さめで丸みがある。樹皮にはタンニンを含み歯を染めるのに使われたので姥女ガシとか。紀州（和歌山県）の備長炭はこの木でつくられウナギの蒲焼きには欠かせない。この子浦では海に迫った急な地形にみごとな天然林が育ち、港を守り魚を呼び寄せ、人々の心に潤いをもたらす。根廻1.5～1.0ｍ（静岡県教育委員会1992『ふるさと静岡県文化財写真集２名勝・史跡・天然記念物編』より）",,,随時地図の表示は指定地の一箇所を示しています。現地の標識等で確認しながら見学してください。,,南伊豆町
220001,239,静岡県,芋穴所の丸樫,イモアナドノマルカシ,,,記念物,天然記念物,,,,静岡県藤枝市瀬戸ノ谷字芋穴所9441-1,静岡県,藤枝市瀬戸ノ谷字芋穴所9441-1,,,,,,,,,,,,,,1,本,,高根白山神社,1962/2/27,,,,,,,,,"藤枝市の北、高根山北斜面中腹、アカガシが大きく四方八方に枝をひろげる。枝の下の空間はここちよく大気澄み木の葉囁く。日輪の下で、緑なるかな日本。根廻8.3ｍ、目通5.2ｍ、樹高17.0ｍ、枝張り（長径）32.5ｍ（静岡県教育委員会1992『ふるさと静岡県文化財写真集２名勝・史跡・天然記念物編』より）",,,林道通行止により到達困難,,藤枝市
220001,240,静岡県,太刀無銘（伝兼長）,タチムメイ（デンカネナガ）,,,有形文化財,工芸品,,,,静岡県,静岡県,,,,,,,,,,,,,,,一,口,,,1962/6/15,,,,,,,,,,,,,,静岡市
220001,241,静岡県,脇差銘出羽大掾藤原国路,ワキザシメイデワダイジョウフジワラクニミチ,,,有形文化財,工芸品,,,,静岡県,静岡県,,,,,,,,,,,,,,,一,口,,,1962/6/15,,,,,,,,,,,,,,富士宮市
220001,242,静岡県,脇指銘長曽祢興里入道虎徹延宝三年卯霜月日,ワキザシメイナガソネオキサトニュウドウコテツエンポウサンネンウシモツキヒ,,,有形文化財,工芸品,,,,静岡県,静岡県,,,,,,,,,,,,,,,一,口,,,1962/6/15,,,,,,,,,,,,,,浜松市
220001,243,静岡県,刀銘（葵紋）主水正藤原正清,カタナメイ（アオイモン）モンドノショウフジワラノマサキヨ,,,有形文化財,工芸品,,,,静岡県,静岡県,,,,,,,,,,,,,,,一,口,,,1962/6/15,,,,,,,,,,,,,,御殿場市
220001,247,静岡県,鰐口,ワニグチ,,,有形文化財,工芸品,,,,静岡県,静岡県,,,,,,,,,,,,,,,一,口,,,1963/2/19,,,,,,,,,,,,,,静岡市
220001,250,静岡県,刀銘於南紀重国造,カタナメイナンキニオイテシゲクニゾウ,,,有形文化財,工芸品,,,,静岡県,静岡県,,,,,,,,,,,,,,,一,口,,,1963/2/19,,,,,,,,,,,,,,掛川市
220001,251,静岡県,刀銘肥前国忠吉,カタナメイヒゼンノクニタダヨシ,,,有形文化財,工芸品,,,,静岡県,静岡県,,,,,,,,,,,,,,,一,口,,,1963/2/19,,,,,,,,,,,,,,静岡市
220001,252,静岡県,須走浅間のハルニレ,スバシリセンゲンノハルニレ,,,記念物,天然記念物,,,,静岡県小山町須走127,静岡県,小山町須走127,,,,,,,,0550-75-2038,,,,,,一,本,,冨士浅間神社,1963/2/19,,,,,,,,,"社叢の中は霧が複雑に流れ、流れ行く。そんな中にハルニレは珍しい木ながらも、社叢の一部としてしっとりととけこんでいる。ハルニレ（エルム）は春に花が咲く寒地性のニレで、アキニレという暖地性の別種のニレもある。根廻6.0m、目通4.0m、樹高24.5ｍ（静岡県教育委員会1992『ふるさと静岡県文化財写真集２名勝・史跡・天然記念物編』より）",,,,,小山町
220001,254,静岡県,宝永のスギ,ホウエイノスギ,,,記念物,天然記念物,,,,静岡県,静岡県,,,,,,,,,,,,,,,一,本,,,1963/2/19,,,,,,,,,"根廻11.2ｍ、目通7.7ｍ、樹高33.5ｍ（静岡県教育委員会1992『ふるさと静岡県文化財写真集２名勝・史跡・天然記念物編』より）",,,,,御殿場市
220001,255,静岡県,絹本着色穴山梅雪画像伝土佐光吉筆,ケンポンチャクショクアナヤマバイセツガゾウデントサミツヨシヒツ,,,有形文化財,絵画,,,,静岡県,静岡県,,,,,,,,,,,,,,,一,幅,,霊泉寺,1963/4/30,,,,,,,,,"室町時代、絹本著色幅仕立、縦89cm、横41cm、霊泉寺開山速伝の賛（天正11年６月）があり、梅雪の画像は少く、郷土資料としても貴重である。穴山信君（梅雪）は武田信玄の家臣で、信玄の姉を母とし、信玄の娘が妻であった。信玄の死後の天正３（1575）年、江尻城主となり、織田信長に属する徳川家康の軍と対峙するが、天正10（1582）年には降伏して家康に同行して安土の信長に謁見した。ところが、本能寺の変後に伊賀越えをして三河へ逃れようとする家康とは別行動をとり、宇治田原で一揆により殺された。この肖像画は伝土佐光吉筆で、梅雪の死の翌年に息子の信吉が描かせた。興津の霊泉寺には梅雪の墓もある。戦国武将としては不運な部類に属する人物であろうが、鋭い眼光としたたかな風貌が強い印象を与える。（静岡県教育委員会1995『ふるさと静岡県文化財写真集５絵画・書跡・典籍・古文書編』より）",,,随時要事前連絡,,静岡市
220001,256,静岡県,刀銘（葵文）以南蛮鉄於武州江戸越前康継,カタナメイ（アオイモン）ナンバンテツヲモッテブシュウエドニオイテエチゼンヤスツグ,,,有形文化財,工芸品,,,,静岡県,静岡県,,,,,,,,,,,,,,,一,口,,,1963/4/30,,,,,,,,,,,,,,浜松市
220001,258,静岡県,脇指銘サカミ、鍛エンシウ、浜松ニテ焼刃天保三年正月日大慶（花押）,ワキザシメイサカミ、キタエエンシウ、ハママツニテヤキバテンポサンネンショウガツヒダイケイ（カオウ）,,,有形文化財,工芸品,,,,静岡県,静岡県,,,,,,,,,,,,,,,一,口,,,1963/4/30,,,,,,,,,,,,,,浜松市
220001,258,静岡県,茶樹（やぶきた種母樹),チャジュ（ヤブキタシュボジュ）,,,記念物,天然記念物,,,,静岡県静岡市駿河区谷田,静岡県,静岡市駿河区谷田,,,,,,,,,,,,,,1,株,,静岡県,1963/4/30,,,,,,,,,"九州では西南戦争で多くの血が流された頃、静岡では杉山彦三郎が藪北を発見していた。静岡茶どころ、鹿児島も。樹高1.9ｍ、枝張り（長径）5.4ｍ（静岡県教育委員会1992『ふるさと静岡県文化財写真集２名勝・史跡・天然記念物編』より）",,,,,静岡市
220001,259,静岡県,鰐口,ワニグチ,,,有形文化財,工芸品,,,,静岡県,静岡県,,,,,,,,,,,,,,,一,口,,,1963/12/27,,,,,,,,,,,,,,森町
220001,260,静岡県,太刀銘景次,タチメイカゲツグ,,,有形文化財,工芸品,,,,静岡県,静岡県,,,,,,,,,,,,,,,一,口,,,1963/12/27,,,,,,,,,,,,,,焼津市
220001,263,静岡県,刀無銘（伝顕国）,カタナムメイ（デンアキクニ）,,,有形文化財,工芸品,,,,静岡県,静岡県,,,,,,,,,,,,,,,一,口,,,1963/12/27,,,,,,,,,,,,,,伊豆市
220001,264,静岡県,短刀銘相州小田原住義助信定永正十八年巳辛八月,タントウメイソウシュウオダワラノジュウギスケノブサダエイショウジュウハチネンカノトミハチガツ,,,有形文化財,工芸品,,,,静岡県,静岡県,,,,,,,,,,,,,,,一,口,,,1963/12/27,,,,,,,,,,,,,,浜松市
220001,266,静岡県,川柳浅間神社の杉,カワヤナギセンゲンジンジャノスギ,,,記念物,天然記念物,,,,静岡県,静岡県,,,,,,,,,,,,,,,2,本,,,1963/12/27,,,,,,,,,"日本杉というよりも、双子杉である。競うようにもみえ、励ましあうようにもみえる。扶桑樹と、地元ではいわれている。目通5.5ｍ、樹高33.4ｍ、枝張り（長径）12.0ｍ目通5.3ｍ、樹高33.4ｍ、枝張り（長径）12.0ｍ（静岡県教育委員会1992『ふるさと静岡県文化財写真集２名勝・史跡・天然記念物編』より）",,,,,御殿場市
220001,268,静岡県,刀銘国俊（折返銘）,カタナメイクニトシ（オリガカエシメイ）,,,有形文化財,工芸品,,,,静岡県,静岡県,,,,,,,,,,,,,,,一,口,,,1964/4/21,,,,,,,,,,,,,,浜松市
220001,270,静岡県,太刀銘（備前長船師光応永二年二月日）,タチメイ（ビゼンオサフネモロミツオウエイニネンニガツヒ）,,,有形文化財,工芸品,,,,静岡県,静岡県,,,,,,,,,,,,,,,一,口,,,1964/4/21,,,,,,,,,,,,,,吉田町
220001,271,静岡県,刀銘（義助作大永六年丙戌八月日）,カタナメイ（ギスケサクダイエイロクネンヒノエイヌハチガツヒ）,,,有形文化財,工芸品,,,,静岡県,静岡県,,,,,,,,,,,,,,,一,口,,,1964/4/21,,,,,,,,,,,,,,静岡市
220001,272,静岡県,太刀銘（小駒宗太平胤長造弘化丙午冬爲小川爲綏）,タチメイ（オゴマソウタタイラノアツナガゾウコウカヒノエウマフユオガワタメヤスノタメ）,,,有形文化財,工芸品,,,,静岡県,静岡県,,,,,,,,,,,,,,,一,口,,,1964/4/21,,,,,,,,,,,,,,藤枝市
220001,273,静岡県,手もみ製茶関係器具類,テモミセイチャカンケイキグルイ,,,民俗文化財,有形民俗文化財,,,,静岡県島田市金谷富士見町3053-2ふじのくに茶の都ミュージアム,静岡県,島田市金谷富士見町3053-2ふじのくに茶の都ミュージアム,,,,,,,,,,,,,,,,,（公財）静岡県茶手揉技術保存会,1964/10/6,,,,,,,,,"（一）茶葉の蒸器（二）さまし台（三）せいろう（四）湯通し器具類（五）ほいろ（六）バスケ（七）板こくりの板（八）ポン（九）再製用篩（十）箕（十一）茶がめ（十二）茶輸出用容器（十三）手もみ流派の旗十三件三十八点（附）記録映画「手もみのお茶」一件二点手もみ製茶に使用されたもので現在は使用されていないが本県とはとくに関係も深く、器具類の製法もすでに廃絶しているので、保護する必要がある。県茶手揉保存会が収集した手もみ製茶関係の器具は20件39点に及び、その内容は茶葉の蒸器、冷し台、セイロー、湯通し器具類、焙炉、板コクリなどの他茶生葉の摘み取りから手揉製茶の一貫作業を全盛当時そのままの姿を克明に収録した映画フィルムもある。製茶の場となるホイロ場は何台ものホイロが並び炭火がたかれる。風が入って葉が感想すると品質が落ちるので、ホイロ場はたいへんな熱気だった。１ホイロに約４キロ程の生葉を約２時間半程で仕上げる。これを３ホイロで１人前だった。当時のお茶師さんたちの汗と茶渋が製茶器具に染みついている。（静岡県教育委員会1994『ふるさと静岡県文化財写真集４民俗文化財・無形文化財編』より）",,,,,静岡市
220001,274,静岡県,刺繍釈迦三尊図（釈迦、文珠、普賢）掛幅,シシュウシャカサンゾンズ（シャカ、モンジュ、フゲン）カケフク,,,有形文化財,工芸品,,,,静岡県伊豆市修善寺964,静岡県,伊豆市修善寺964,,,,,,,,,,,,,,,,,修禅寺,1964/10/6,,,,,,,,,"法量三幅とも（縦）155.0×（横）82.0cm中国・明代中国・明時代のもの。掛軸というよりも、うすもやの中にいるような、釈迦如来・文殊菩薩・普賢菩薩。（静岡県教育委員会1993『ふるさと静岡県文化財写真集３彫刻・工芸品・歴史資料・考古資料編』より）",,,随時午前8時30分-午後4時,,伊豆市
220001,275,静岡県,浄連のハイコモチシダ群落,ジョウレンノハイコモチシダグンラク,,,記念物,天然記念物,,,,静岡県伊豆市湯ヶ島892-2,静岡県,伊豆市湯ヶ島892-2,,,,,,,,,,,,,,"10,000",㎡,,国（伊豆森林管理署）湯ヶ島区,1964/10/6,,,,,,,,,浄蓮の滝の岩壁に群生しているので「浄蓮シダ」ともいわれる。亜熱帯性の大型のシダで、分布の最北限と考えられる。（静岡県教育委員会1992『ふるさと静岡県文化財写真集２名勝・史跡・天然記念物編』より）,,,随時,,伊豆市
220001,275,静岡県,天城の太郎スギ,アマギノタロウスギ,,,記念物,天然記念物,,,,静岡県伊豆市湯ヶ島892-2,静岡県,伊豆市湯ヶ島892-2,,,,,,,,,,,,,,1,本,,国（伊豆森林管理署）,1964/10/6,,,,,,,,,"「太郎」とは古来長男を意味する話として用いられ、転じて「大きくすぐれたもの」をも意味した。かつては次郎三郎もいたらしいのだが、今は太郎ひとりである。太郎は四百歳という。根廻13.6ｍ、目通9.6ｍ、樹高40.0ｍ、枝張り（長径）27.0ｍ（静岡県教育委員会1992『ふるさと静岡県文化財写真集２名勝・史跡・天然記念物編』より）",,,随時,,伊豆市
220001,275,静岡県,法泉寺のシダレザクラ,ホウセンジノシダレザクラ,,,記念物,天然記念物,,,,静岡県伊豆市本柿木334-1,静岡県,伊豆市本柿木334-1,,,,,,,,,,,,,,1,本,,法泉寺（管理責任者）本柿木区,1964/10/6,,,,,,,,,"サクラとか桜ではなく、やはり「さくら」と書きたいのがこのさくらである。長い歳月をへて、やわらかくおだやかなこのような木を見るとそう思う。根廻2.7ｍ、目通2.6ｍ、樹高20.0ｍ、枝張り（長径）32.0ｍ（静岡県教育委員会1992『ふるさと静岡県文化財写真集２名勝・史跡・天然記念物編』より）",,,随時,,伊豆市
220001,277,静岡県,脇指無銘（伝一文字）,ワキザシムメイ（デンイチモンジ）,,,有形文化財,工芸品,,,,静岡県,静岡県,,,,,,,,,,,,,,,1,口,,,1965/3/19,,,,,,,,,,,,,,富士市
220001,278,静岡県,刀銘大村加卜作之延宝四年丙辰二月吉日,カタナメイオオムラカボクコレヲツクルエンポウヨネンヒノエタツニガツキチジツ,,,有形文化財,工芸品,,,,静岡県,静岡県,,,,,,,,,,,,,,,1,口,,,1965/3/19,,,,,,,,,,,,,,牧之原市
